"CERSID","BusinessName","SiteAddress","City","ZipCode","NAICSCode","SICCode","ChemicalName","CommonName","CASNumber","AverageDailyAmount","MaximumDailyAmount","ChemicalLocation","EHS","PFCodeHazardClass","SFCodeHazardClass","TFCodeHazardClass","FFCodeHazardClass","FifthFireCodeHazardClass","SixthFireCodeHazardClass","SeventhFireCodeHazardClass","EighthFireCodeHazardClass","isMixture","HMType","MixtureComponentNumber","RadioActive","Curies","Unit","PhysicalState","LargestContainer","FHCFire","FHCReactive","FHCPressureRelease","FHCAcuteHealth","FHCChronicHealth","AnnualWasteAmount","StateWasteCode","DaysOnSite","SCAboveGroundTank","SCUnderGroundTank","SCTankInsideBuilding","SCSteelDrum","SCPlasticNonMetallicDrum","SCCan","SCCarboy","SCSilo","SCFiberDrum","SCBag","SCBox","SCCylinder","SCGlassBottle","SCPlasticBottle","SCToteBin","SCTankTruckTankWagon","SCTankCarRailCar","SCOther","OtherStorageContainer","StoragePressure","StorageTemperature","HC1PercentByWeight","HC1Name","HC1EHS","HC1CAS","HC2PercentByWeight","HC2Name","HC2EHS","HC2CAS","HC3PercentByWeight","HC3Name","HC3EHS","HC3CAS","HC4PercentByWeight","HC4Name","HC4EHS","HC4CAS","HC5PercentByWeight","HC5Name","HC5EHS","HC5CAS","ChemicalDescriptionComment","AdditionalMixtureComponents","CCLID","USEPASRSNumber","DOTHazClassID","KEEP"
"10652755","Spacesonic Inc","30300 Union City Blvd","Union City","94587","333414","3444","Propane","Liquefied Petroleum Gas (lpg)","74-98-6","204","204","NULL","N","8","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","NULL","cubic feet","Gas","68","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","NULL","Unknown","Unknown","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1332","cal000413367","2.1","INCLUDE"
"10348531","ALZETA CORPORATION","1960 Hartog Dr Ste 20","San Jose","95131","333414","3433","SODIUM HYDROXIDE","SODIUM HYDROXIDE","1310-73-2","500","900","NULL","N","5","36","31","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","0","pounds","Solid","50","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8","INCLUDE"
"10201099","Raypak, Inc.","2151 Eastman Ave.","Oxnard","93030","333414","NULL","Mobilmet 766","Mobilmet 766","NULL","110","110","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","gallons","Liquid","55","NULL","NULL","NULL","NULL","NULL","100","NULL","365","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","1","2,6-DI-TERT-BUTYL-P-CRESOL","NULL","128-37-0","25","SOLVENT DEWAXED HEAVY PARAFFINIC DISTILLATE","NULL","64742-65-0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10226260","GROUP MANUFACTURING SERVICES, INC","2483 MERCANTILE DR STE A","RANCHO CORDOVA","95742","333414","3444","Propane","Liquefied Petroleum Gas (lpg)","74-98-6","700","1196","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","NULL","cubic feet","Gas","239","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","NULL","Ambient","Ambient","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2.1","INCLUDE"
"10558504","SPX COOLING TECH INC RECOLD PROD","550 Mercury Ln","Brea","92821","333415","3585","NULL","Waste Oily Absorbents","NULL","1","140","NULL","N","31","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","Waste","NULL","NULL","NULL","gallons","Liquid","55","NULL","NULL","NULL","NULL","NULL","280","221","365","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","5 gal containers","Ambient","Ambient","NULL","NULL","N","NULL","NULL","NULL","N","NULL","NULL","NULL","N","NULL","NULL","NULL","N","NULL","NULL","NULL","N","NULL","(2) 55 gallon drums at the hazardous waste storage area and (6) 5 gallon containers at various satellite stations throughout the plant.","NULL","NULL","NULL","6.1","INCLUDE"
"10614859","Technical America, Inc.","301 N Smith Ave","Corona","92878","333415","3585","Acetone","Acetone","67-64-1","53","53","NULL","N","10","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","NULL","gallons","Liquid","55","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","100","Acetone","N","67-64-1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","INCLUDE"
"10652035","THERMALRITE","8886 WHITE OAK","RANCHO CUCAMONGA","91730","333415","3585","Elastopor P1001U Isocyanate","Isocyanate","NULL","28500","57000","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","pounds","Liquid","9500","NULL","NULL","NULL","NULL","NULL","0","NULL","365","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","NULL","Ambient","Ambient","30","Diphenylmethane-4, 4'-diisocyanate","N","101-68-8","1","1,3-Diazetidine-2, 4-dione","N","17589-24-1","7","Methylenediphenyl diisocyanate","N","26447-40-5","3","Isocyanic Acid, polymethylenepolyphenylene ester","N","57636-09-6","59","P-MDI","N","9016-87-9","NULL","NULL","NULL","NULL","2.2","INCLUDE"
"10408318","Shasta Forest Products, Inc.","1412 Montague Rd","Yreka","96097","333415","2499","Phosphorotrithioic acid, S,S,S-tributyl ester","Tribufos","78-48-8","550","1650","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","NULL","gallons","Liquid","275","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","NULL","Ambient","Ambient","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","4363","7146","6.1","INCLUDE"
"10266712","APPLIED COMPANIES","28020 AVENUE STANFORD","VALENCIA","91355","333415","3585","UNK","LIQUID PROPANE","598-10-7","0","24","NULL","N","8","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","0","gallons","Liquid","24","NULL","NULL","NULL","NULL","NULL","0","NULL","365","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","NULL","Ambient","Ambient","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2.1","INCLUDE"
"10286293","CARRIER TRANSICOLD","1015 S AZUSA AVE","INDUSTRY","91748","333415","3585","Motor Oil Waste","Motor Oil Waste","mix","250","610","NULL","N","4","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","Waste","NULL","NULL","0","gallons","Liquid","500","NULL","NULL","NULL","NULL","NULL","1000","221","365","Y","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","85","VARIOUS LUBRICATING BASE OILS","N","6474X-XX-X","15","ADDITIVE PACKAGE, INCLUDING","N","MIXTURE","2","ZINC ALKYLDITHIOPHOSPHATE","N","68649-42-3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10289977","COMMERCIALCOOLING","17855 E ARENTH AVE","INDUSTRY","91748","333415","3585","MAVCOAT DHSR-2","MOLD RELEASE COATING","PROPRIETARY","27","55","NULL","N","10","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","gallons","Liquid","55","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","50","Hexane","NULL","NULL","50","Resin Polymers","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","INCLUDE"
"10205095","MYDAX, INC.","12260 SHALE RIDGE RD 4","AUBURN","95602","333415","3585","SUVA HP62","R404A","NULL","72","144","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","NULL","cubic feet","Gas","72","NULL","NULL","NULL","NULL","NULL","0","NULL","365","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","NULL","Above Ambient","Ambient","44","Pentafluoroethane","N","354-33-6","52","Ethane 1,1,1-trifluoro","N","420-46-2","4","Ethane 1,1,1 2-Tetrafluoro","N","811-97-2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9","INCLUDE"
"10519396","KIPE MOLDS INC","340 E CROWTHER AVE ","PLACENTIA","92870","333511","3544","Petroleum-Based hydraulic Oil","Petroleum-Based hydraulic Oil","NULL","55","55","NULL","N","4","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","Waste","NULL","NULL","NULL","gallons","Liquid","55","NULL","NULL","NULL","NULL","NULL","375","223","365","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","50","Mineral Oil","NULL","8042-47-5","35","Chlorinated Paraffins","NULL","63449-39-8","5","Distillates (petroleum, Hydrotreated Light Naphthentic","NULL","64-742-53-6","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10552765","S.C. Precision Molds, Inc.","2340 Pomona Rd ","Corona","92880","333511","3089","chrome mud waste","chrome mud waste","NULL","50","300","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","Waste","NULL","NULL","NULL","pounds","Solid","300","NULL","NULL","NULL","NULL","NULL","50","491","365","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Unknown","Unknown","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10294597","MARMAN INDUSTRIES INC","1701 EARHART CT","LA VERNE","91750","333511","3544","MINERAL OIL","PARATHERM","8042-47-5","55","55","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","NULL","gallons","Liquid","55","NULL","NULL","NULL","NULL","NULL","55","NULL","365","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10517833","ULTRA TEC MFG, INC","1025 E CHESTNUT AVE ","SANTA ANA","92701","333512","3541","Extended Life, Nonchlorinated Semisynthetic","Trim MicroSol 585XT","64742-52-5","0.76","65","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","gallons","Liquid","55","NULL","NULL","NULL","NULL","NULL","NULL","343","365","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","5-GALLON BUCKET","Ambient","Ambient","40","Severely hydrotreated petroleum oil","N","64742-52-5","40","Severely hydrotreated petroleum oil","N","64742-58-1","10","Triethanolamine","N","102-71-6","NULL","NULL","N","NULL","NULL","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10525759","ACRO - SPEC Grinding Company, Inc.","4134 Indus Wy ","Riverside","92503","333512","3541","sapphire titanium grinding oil","sappphire titanium grinding oil","64742-52-5","55","55","NULL","N","9","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","gallons","Liquid","55","NULL","NULL","NULL","NULL","NULL","110","221","365","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Unknown","Unknown","40","PROPRIETORY ING.","NULL","PROP","10","PETROLEUM ","NULL","64741-96-4","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","GHSRDO0173","9","INCLUDE"
"10537342","BRIGS MACHINING COMPANY","23190 DEL LAGO DR, BRIG'S MACHINING COMPANY, INC.","laguna hills","92653","333512","3548","Propane","Propane","74-98-6","0.01","0.04","NULL","N","8","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","NULL","gallons","Liquid","7","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","NULL","Above Ambient","Above Ambient","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1332","NULL","2.1","INCLUDE"
"10427197","DNR INDUSTRIES INC","1562 S ANAHEIM BLVD SUITE B","ANAHEIM","92805","333512","3400","NULL","DIESEL INJECTOR TEST FLUID (3-967)","NULL","30","55","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","gallons","Liquid","55","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","99","PETROLEUM DISTILLATES","N","64742-88-7","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10429399","DNR INDUSTRIES INC","1588 S ANAHEIM BLVD A","ANAHEIM","92805","333512","3400","NULL","3112 CALIBRATION FLUID TYPE II","NULL","30","55","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","gallons","Liquid","55","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","40","HYDROCARBON DISTILLATES","N","64742-46-7","5","SULFURIZED FATTY OIL","N","NULL","5","OXIDATION INHIBITOR","N","68649-42-3","5","OVERBASED CALCIUM SULFONATE","N","68783-96-0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10264957","PARAMOUNT GRINDING SERVICE","7311 MADISON ST # C","PARAMOUNT","90723","333512","3471","Mineral Oil","SOLCUT","64742-52-5","5","5","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","0","gallons","Liquid","5","NULL","NULL","NULL","NULL","NULL","0","NULL","365","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","100","SOLCUT","N","64742-52-5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10200859","HAAS Automation","2800 Sturgis Rd.","Oxnard","93030","333512","3540","waste paint aerosol","waste paint aerosol","NULL","25","55","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","Waste","NULL","NULL","NULL","gallons","Liquid","55","NULL","NULL","NULL","NULL","NULL","55","NULL","365","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","obsolete or expired spray paint cans.","NULL","NULL","NULL","NULL","INCLUDE"
"10208254","Advanced Grinding, Inc.","812 49th Ave","Oakland","94601","333512","3541","PETROLEUM HYDROCARBON","ACE-O-SOL   DEGREASING AGENT","8052-41-3","NULL","110","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","NULL","gallons","Liquid","55","NULL","NULL","NULL","NULL","NULL","NULL","","NULL","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","Ambient","Ambient","NULL",""," ","","NULL",""," ","","NULL",""," ","","NULL",""," ","","NULL",""," ","","","","NULL","","NULL","INCLUDE"
"10460854","Coast Composites","1395 S Lyon St","Santa Ana","92705","333514","3544","Propane","Propane Tanks/Cyliners ","74-98-6","200","270","NULL","N","8","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","NULL","gallons","Liquid","15","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","NULL","Above Ambient","Ambient","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","For forklifts and welding","NULL","NULL","5207","2.1","INCLUDE"
"10480396","Coast Composites, LLC","5 Burroughs","Irvine","92618","333514","3544","NULL","Kleensweep","NULL","400","400","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","pounds","Solid","400","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","60","Technical Cellulose by-product","N","9004-34-6","30","Other Cellulosic Materials","N","Mixture","10","Proprietary Ingredients","N","Proprietary","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10375600","B & H Tool Company LLC","285 Pawnee St Suite D","San Marcos","92078","333514","3544","Waste 213 Hydrocarbon Solvents","Parts cleaner","NULL","30","30","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","Waste","NULL","NULL","NULL","gallons","Liquid","30","NULL","NULL","NULL","NULL","NULL","120","213","365","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10271746","CURRY COMPANY LLC","15718 CONDON AVE","LAWNDALE","90260","333515","3545","Tungsten carbide (WC)","Carbide Grinding Sludge","12070-12-1","2750","5500","NULL","N","3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","pounds","Solid","1000","NULL","NULL","NULL","NULL","NULL","5500","222","270","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","50","Tungsten Carbide","N","12070-12-1","25","Water","N","7732-18-5","10","Silicon Dioxide","N","7631-86-9","3","Cobalt","N","7440-48-4","3","Petroleum Hydrocarbon","N","64742-47-8","Grinding Sludge.  Calculations assumes (5.5) steel drums @ 1000 lbs per drum.","Proprietary","NULL","179036","9","INCLUDE"
"10292329","RLB ENGINEERING COMPANY INC","24910 AVENUE TIBBITTS # A","SANTA CLARITA","91355","333515","3545","Safeway Lube P-47","Petroleum Lubricant","64742-54-7","10","10","NULL","N","9","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","NULL","gallons","Liquid","5","NULL","NULL","NULL","NULL","NULL","0","221","365","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","NULL","Mineral Oil (Petroleum Hydrocarbon)","N","64742-54-7","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","INCLUDE"
"10378657","SHERLINE PRODUCTS, INC.","3235 EXECUTIVE RIDGE","VISTA","92081-8527","333515","3545","Propane","Propane","74-98-6","8","16","NULL","N","8","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","NULL","gallons","Liquid","8","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","NULL","Above Ambient","Ambient","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1332","5207","2.1","INCLUDE"
"10245874","TOSCO TOOL SPECIALTY CO","1011 E SLAUSON AVE","LOS ANGELES","90011","333515","3545","Cyclopropanedicarboxylic Acid (1,1-)","PROPANE","598-10-7","NULL","2500","NULL","N","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","NULL","cubic feet","Gas","834","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","NULL","Above Ambient","Ambient","NULL","PROPANE","N","74-98-6","NULL","NULL","N","NULL","NULL","NULL","N","NULL","NULL","NULL","N","NULL","NULL","NULL","N","NULL","NULL","NULL","NULL","NULL","8","INCLUDE"
"10223815","CERATIZIT SACRAMENTO LP","11312 SUNRISE GOLD CIR ","RANCHO CORDOVA","95742","333515","3545","BIOBAN CS-1135 ANTIMICROBIAL","BIOBAN 1135","","40","55","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","gallons","Liquid","55","NULL","NULL","NULL","NULL","NULL","0","","365","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","","Ambient","Ambient","76","4,4 Dimethyloxazolidine","N","51200-87-4","21","Water","N","7732-18-5","5","3,4,4-trimethyloxazolidine","N","75673-43-7","2","2-Amino-2-methyl-1-propanol","N","124-68-5","NULL","","N","","","","NULL","","NULL","INCLUDE"
"10234660","PACIFIC PERFORATING INC","25090 HIGHWAY 33","FELLOWS","93224","333515","3545","Diesel Fuel","DIESEL","68334-30-5","500","1500","NULL","N","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","0","gallons","Liquid","1500","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","NULL","NULL","N","NULL","NULL","NULL","N","NULL","NULL","NULL","N","NULL","NULL","NULL","N","NULL","NULL","NULL","N","NULL","NULL","NULL","NULL","NULL","3","INCLUDE"
"10472050","MTInc","2420 Celsius Ave Ste D","Oxnard","93030","333517","3541","Trim Sol","Trim Sol","NULL","0.15","55","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","Waste","NULL","NULL","NULL","gallons","Liquid","55","NULL","NULL","NULL","NULL","NULL","55","513","365","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","9","INCLUDE"
